Branch,Month,Discount_Amount,Net_Sales,Orders
kamisMshit Fran,2025-01,609.13047,26624.78139,2297
kamisMshit Fran,2025-02,497.3913,27701.73733,2346
kamisMshit Fran,2025-03,302.60869,19115.65122,1430
kamisMshit Fran,2025-04,446.95646,29766.08498,2456
kamisMshit Fran,2025-05,537.82603,33668.25864,2650
kamisMshit Fran,2025-06,771.69564,40659.60524,2950
kamisMshit Fran,2025-07,824.34772,73481.73729,4688
kamisMshit Fran,2025-08,961.95645,81104.12992,4871
kamisMshit Fran,2025-09,1500.7825,48641.82637,3479
kamisMshit Fran,2025-10,1616.43471,51719.21797,3702
magara,2024-01,1974.30418,86162.20992,4352
magara,2024-02,2558.47808,94435.17124,4789
magara,2024-03,3915.95621,75931.86623,4221
magara,2024-04,4731.30381,128248.6871,6313
magara,2024-05,5135.65148,139846.294,7119
magara,2024-06,3966.95611,172654.8137,8346
magara,2024-07,10194.999,231960.1965,10144
magara,2024-08,5437.39062,264506.0598,11237
magara,2024-09,5636.69527,159815.29,7974
magara,2024-10,6272.86792,156502.7709,7821
magara,2024-11,4863.30357,147392.3352,7088
magara,2024-12,6598.52101,139118.8594,6955
magara,2025-01,5483.47867,153052.162,7135
magara,2025-02,5073.04341,164331.2914,7294
magara,2025-03,9607.8252,170446.0723,7642
magara,2025-04,6074.56477,212479.112,9016
magara,2025-05,7371.30352,221913.0213,9265
magara,2025-06,6768.65158,253666.1099,10042
magara,2025-07,6498.73861,325616.8973,12392
magara,2025-08,5935.91243,284091.3798,11485
magara,2025-09,6220.12996,189527.6888,8519
magara,2025-10,5775.39109,151294.1687,7085
